0.035, 0, 3.5,0,0,0,0
0.07, 0, 3.5,-0.00148424,0,0,0
0.105, -2.07103e-05, 3.5,-0.00403198,-3.42859e-05,-0.000591723,-0.00342859
0.14, -8.11676e-05, 3.5,-0.00734176,-0.000126862,-0.00169307,-0.00925765
0.175, -0.00019682, 3.5,-0.0111976,-0.000294939,-0.00317748,-0.0168076
0.21, -0.000380043, 3.5,-0.0154446,-0.000550846,-0.00494001,-0.0255907
0.245, -0.000640911, 3.5,-0.019972,-0.000903419,-0.00690254,-0.0352573
0.28, -0.000987829, 3.5,-0.0247002,-0.00135899,-0.00900852,-0.045557
0.315001, -0.001428, 3.5,-0.0295724,-0.00192209,-0.0112173,-0.0563103
0.350002, -0.00196777, 3.5,-0.0345477,-0.00259598,-0.0134998,-0.0673887
0.385003, -0.00261285, 3.5,-0.0395969,-0.00338298,-0.0158351,-0.0787
0.420005, -0.00336854, 3.5,-0.044699,-0.00428476,-0.0182082,-0.0901781
0.455008, -0.0042398, 3.5,-0.0498391,-0.00530252,-0.0206085,-0.101776
0.490012, -0.00523136, 3.5,-0.0550064,-0.00643711,-0.0230281,-0.113459
0.525017, -0.0063478, 3.5,-0.0601931,-0.00768915,-0.0254617,-0.125204
0.560023, -0.00759357, 3.5,-0.0653938,-0.00905908,-0.0279052,-0.136993
0.595031, -0.00897305, 3.5,-0.0706046,-0.0105472,-0.0303559,-0.148813
0.630041, -0.0104905, 3.5,-0.0758224,-0.0121538,-0.0328117,-0.160656
0.665054, -0.0121503, 3.5,-0.0810454,-0.0138789,-0.0352712,-0.172515
0.700069, -0.0139566, 3.5,-0.0862721,-0.0157228,-0.0377333,-0.184386
0.735087, -0.0159136, 3.5,-0.0915015,-0.0176854,-0.0401973,-0.196265
0.770108, -0.0180255, 3.5,-0.0967327,-0.0197669,-0.0426626,-0.20815
0.805132, -0.0202965, 3.5,-0.101965,-0.0219673,-0.0451289,-0.220039
0.84016, -0.0227308, 3.5,-0.107199,-0.0242866,-0.0475959,-0.231931
0.875192, -0.0253324, 3.5,-0.112433,-0.0267249,-0.0500634,-0.243825
0.910229, -0.0281056, 3.5,-0.117668,-0.0292821,-0.0525313,-0.255721
0.94527, -0.0310545, 3.5,-0.122903,-0.0319583,-0.0549994,-0.267619
0.980317, -0.0341832, 3.5,-0.128138,-0.0347534,-0.0574677,-0.279517
1.01537, -0.0374958, 3.5,-0.133374,-0.0376676,-0.0599361,-0.291415
1.05043, -0.0409965, 3.5,-0.138609,-0.0407007,-0.0624046,-0.303314
1.08549, -0.0446893, 3.5,-0.143845,-0.0438529,-0.0648732,-0.315213
1.12056, -0.0485783, 3.5,-0.149081,-0.047124,-0.0673418,-0.327113
1.15564, -0.0526677, 3.5,-0.154317,-0.0505141,-0.0698105,-0.339012
1.19072, -0.0569615, 3.5,-0.159553,-0.0540232,-0.0722791,-0.350912
1.22581, -0.0614638, 3.5,-0.164789,-0.0576514,-0.0747479,-0.362812
1.26091, -0.0661785, 3.5,-0.170025,-0.0613985,-0.0772166,-0.374712
1.29601, -0.0711099, 3.5,-0.17526,-0.0652646,-0.0796853,-0.386611
1.33112, -0.0762618, 3.5,-0.180496,-0.0692497,-0.082154,-0.398511
1.36625, -0.0816383, 3.5,-0.185732,-0.0733538,-0.0846228,-0.410411
1.40137, -0.0872434, 3.5,-0.190968,-0.0775769,-0.0870915,-0.422311
1.43651, -0.093081, 3.5,-0.196204,-0.081919,-0.0895602,-0.434211
1.47166, -0.0991552, 3.5,-0.201045,-0.0863801,-0.092029,-0.446111
1.50681, -0.105464, 3.5,-0.205601,-0.0909511,-0.0943399,-0.457097
1.54197, -0.112007, 3.5,-0.209955,-0.0956255,-0.096515,-0.467442
1.57714, -0.118784, 3.5,-0.214162,-0.100399,-0.0985879,-0.477329
1.61232, -0.125795, 3.5,-0.218266,-0.105268,-0.100587,-0.486887
1.6475, -0.133041, 3.5,-0.222294,-0.11023,-0.102532,-0.496209
1.68269, -0.140524, 3.5,-0.22627,-0.115283,-0.104439,-0.505362
1.71789, -0.148247, 3.5,-0.230206,-0.120427,-0.106319,-0.514395
1.75309, -0.156211, 3.5,-0.234116,-0.125661,-0.108179,-0.52334
1.7883, -0.164418, 3.5,-0.238005,-0.130983,-0.110025,-0.532224
1.82351, -0.172871, 3.5,-0.24188,-0.136394,-0.111861,-0.541063
1.85873, -0.181572, 3.5,-0.245746,-0.141892,-0.11369,-0.54987
1.89395, -0.190524, 3.5,-0.249604,-0.147479,-0.115513,-0.558655
1.92917, -0.199729, 3.5,-0.253457,-0.153153,-0.117333,-0.567423
1.9644, -0.20919, 3.5,-0.257306,-0.158915,-0.11915,-0.576179
1.99962, -0.218909, 3.5,-0.261152,-0.164764,-0.120965,-0.584927
2.03486, -0.228888, 3.5,-0.264997,-0.170701,-0.122779,-0.593669
2.07009, -0.239131, 3.5,-0.26884,-0.176725,-0.124592,-0.602407
2.10532, -0.24964, 3.5,-0.272682,-0.182836,-0.126404,-0.611141
2.14055, -0.260416, 3.5,-0.276524,-0.189035,-0.128216,-0.619873
2.17578, -0.271463, 3.5,-0.280365,-0.195321,-0.130027,-0.628604
2.21101, -0.282783, 3.5,-0.284205,-0.201694,-0.131838,-0.637333
2.24624, -0.294377, 3.5,-0.288046,-0.208155,-0.133649,-0.646062
2.28147, -0.306249, 3.5,-0.291886,-0.214703,-0.13546,-0.65479
2.31669, -0.3184, 3.5,-0.295726,-0.221338,-0.137271,-0.663518
2.3519, -0.330833, 3.5,-0.299566,-0.228061,-0.139081,-0.672245
2.38711, -0.343549, 3.5,-0.303406,-0.23487,-0.140892,-0.680973
2.42231, -0.356552, 3.5,-0.307246,-0.241767,-0.142702,-0.6897
2.4575, -0.369842, 3.5,-0.311086,-0.248752,-0.144513,-0.698426
2.49269, -0.383423, 3.5,-0.314925,-0.255823,-0.146323,-0.707153
2.52786, -0.397295, 3.5,-0.318765,-0.262982,-0.148134,-0.71588
2.56302, -0.411461, 3.5,-0.322605,-0.270228,-0.149944,-0.724607
2.59817, -0.425923, 3.5,-0.326445,-0.277561,-0.151754,-0.733334
2.6333, -0.440683, 3.5,-0.330284,-0.284982,-0.153565,-0.74206
2.66842, -0.455742, 3.5,-0.334124,-0.29249,-0.155375,-0.750787
2.70352, -0.471101, 3.5,-0.337964,-0.300085,-0.157186,-0.759514
2.7386, -0.486763, 3.5,-0.341804,-0.307767,-0.158996,-0.76824
2.77366, -0.50273, 3.5,-0.345643,-0.315537,-0.160807,-0.776967
2.8087, -0.519002, 3.5,-0.349483,-0.323394,-0.162617,-0.785694
2.70821e-312, 2.7082e-312, 0,-0.353323,-0.331338,-0.164427,-0.79442
2.8787, -0.552469, 3.5,-0.355975,-0.33937,-0.166238,-0.803147
2.91366, -0.56965, 3.5,-0.357777,-0.347461,-0.167575,-0.809131
2.94858, -0.587114, 3.5,-0.358968,-0.355593,-0.168504,-0.813194
2.98345, -0.604848, 3.5,-0.359724,-0.363752,-0.169127,-0.815881
3.01827, -0.622845, 3.5,-0.360166,-0.371927,-0.169528,-0.817581
3.05303, -0.6411, 3.5,-0.360383,-0.380113,-0.169768,-0.818574
3.08774, -0.659608, 3.5,-0.360441,-0.388304,-0.169894,-0.819061
3.12239, -0.678365, 3.5,-0.360383,-0.396496,-0.169937,-0.819185
3.15697, -0.697367, 3.5,-0.360242,-0.404686,-0.169921,-0.819049
3.19148, -0.716613, 3.5,-0.360042,-0.412873,-0.169863,-0.818727
3.22593, -0.736099, 3.5,-0.3598,-0.421056,-0.169775,-0.818271
3.2603, -0.755824, 3.5,-0.359528,-0.429233,-0.169666,-0.817719
3.29459, -0.775786, 3.5,-0.359234,-0.437404,-0.16954,-0.817099
3.32881, -0.795983, 3.5,-0.358924,-0.445569,-0.169404,-0.81643
3.36294, -0.816412, 3.5,-0.358603,-0.453726,-0.169259,-0.815726
3.397, -0.837073, 3.5,-0.358275,-0.461876,-0.169109,-0.814996
3.43096, -0.857964, 3.5,-0.35794,-0.470018,-0.168955,-0.814248
3.46484, -0.879083, 3.5,-0.357601,-0.478153,-0.168798,-0.813488
3.49864, -0.900428, 3.5,-0.35726,-0.48628,-0.168639,-0.812718
3.53233, -0.921998, 3.5,-0.356916,-0.4944,-0.168478,-0.811941
3.56594, -0.943792, 3.5,-0.356571,-0.502511,-0.168316,-0.81116
3.59945, -0.965806, 3.5,-0.356224,-0.510615,-0.168153,-0.810375
3.63285, -0.988041, 3.5,-0.355877,-0.518711,-0.16799,-0.809588
3.66616, -1.01049, 3.5,-0.35553,-0.526799,-0.167827,-0.808799
3.69937, -1.03316, 3.5,-0.355182,-0.534879,-0.167663,-0.808009
3.73247, -1.05605, 3.5,-0.354833,-0.542951,-0.167499,-0.807218
3.76546, -1.07915, 3.5,-0.354485,-0.551016,-0.167335,-0.806427
3.79834, -1.10245, 3.5,-0.354136,-0.559072,-0.16717,-0.805634
3.83111, -1.12597, 3.5,-0.353787,-0.56712,-0.167006,-0.804842
3.86377, -1.1497, 3.5,-0.353438,-0.575161,-0.166841,-0.804049
3.89631, -1.17364, 3.5,-0.353089,-0.583193,-0.166677,-0.803256
3.92874, -1.19777, 3.5,-0.35274,-0.591218,-0.166512,-0.802463
3.96104, -1.22212, 3.5,-0.352391,-0.599235,-0.166348,-0.80167
3.99323, -1.24666, 3.5,-0.352042,-0.607244,-0.166183,-0.800877
